Trial.source,Drug_1,canSAR_target_1,Drug_1_target_uniprots,InChI_1,InChIKey_1,SMILES_1,Drug_2,canSAR_target_2,Drug_2_target_uniprots,InChI_2,InChIKey_2,SMILES_2,Patient.population,Disease,Phase,PMID,Results,NCT.Number,Title,Acronym,URL
literature,ridaforolimus,1020194,P42345,"InChI=1S/C53H84NO14P/c1-32-18-14-13-15-19-33(2)44(63-8)30-40-23-21-38(7)53(61,67-40)50(58)51(59)54-25-17-16-20-41(54)52(60)66-45(35(4)28-39-22-24-43(46(29-39)64-9)68-69(11,12)62)31-42(55)34(3)27-37(6)48(57)49(65-10)47(56)36(5)26-32/h13-15,18-19,27,32,34-36,38-41,43-46,48-49,57,61H,16-17,20-26,28-31H2,1-12H3/b15-13+,18-14+,33-19+,37-27+/t32-,34-,35-,36-,38-,39+,40+,41+,43-,44+,45+,46-,48-,49+,53-/m1/s1",BUROJSBIWGDYCN-GAUTUEMISA-N,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OP(=O)(C)C,dalotuzumab,,P08069,,,,patients with estrogen receptor-positive breast cancer,breast cancers,Phase 2,28324268,"Median PFS was 21.4_weeks for ridaforolimus 30_mg qd___5_days/week plus dalotuzumab 10_mg/kg (n_=_29) and 24.3_weeks for exemestane (n_=_33; hazard ratio_=_1.00; P_=_0.5). Overall survival and objective response rates were similar between treatment arms. The incidence of drug-related, nonserious, and serious adverse events was higher with ridaforolimus/dalotuzumab (any ridaforolimus dose) than with exemestane. Lowering the ridaforolimus dose reduced the incidence of grade 3 stomatitis, but overall toxicity remained higher than acceptable at all doses without improved efficacy.",,,,
clinicaltrials.gov,atezolizumab,,Q9NZQ7,,,,daratumumab,,P28907,,,,,lung cancers,Phase 2,,,NCT03023423,A Study of Daratumumab in Combination With Atezolizumab Compared With Atezolizumab Alone in Participants With Previously Treated Advanced or Metastatic Non-Small Cell Lung Cancer,DARZALEX,https://ClinicalTrials.gov/show/NCT03023423
clinicaltrials.gov,ibrutinib,1010435,P00533;P07948;P07949;P51451;P51813;Q06187,"InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1",XYFPWWZEPKGCCK-GOSISDBHSA-N,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4,daratumumab,,P28907,,,,,leukemia,Phase 2,,,NCT03734198,Evaluation of the Safety and Efficacy of the Association of Ibrutinib and Daratumumab in Relapsed/Refractory Chronic Lymphocytic Leukemia With p53 Dysfunction,IDA53,https://ClinicalTrials.gov/show/NCT03734198
clinicaltrials.gov,ibrutinib,1010435,P00533;P07948;P07949;P51451;P51813;Q06187,"InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1",XYFPWWZEPKGCCK-GOSISDBHSA-N,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4,daratumumab,,P28907,,,,,lymphoma,Phase 2,,,NCT03679624,Daratumumab Plus Ibrutinib in Patients With Waldenstrӧm's Macroglobulinemia,,https://ClinicalTrials.gov/show/NCT03679624
clinicaltrials.gov,ibrutinib,1010435,P00533;P07948;P07949;P51451;P51813;Q06187,"InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1",XYFPWWZEPKGCCK-GOSISDBHSA-N,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4,daratumumab,,P28907,,,,,leukemia,Phase 2,,,NCT03734198,Evaluation of the Safety and Efficacy of the Association of Ibrutinib and Daratumumab in Relapsed/Refractory Chronic Lymphocytic Leukemia With p53 Dysfunction,IDA53,https://ClinicalTrials.gov/show/NCT03734198
clinicaltrials.gov,ibrutinib,1010435,P00533;P07948;P07949;P51451;P51813;Q06187,"InChI=1S/C25H24N6O2/c1-2-21(32)30-14-6-7-18(15-30)31-25-22(24(26)27-16-28-25)23(29-31)17-10-12-20(13-11-17)33-19-8-4-3-5-9-19/h2-5,8-13,16,18H,1,6-7,14-15H2,(H2,26,27,28)/t18-/m1/s1",XYFPWWZEPKGCCK-GOSISDBHSA-N,Nc1ncnc2c1c(nn2[C@@H]3CCCN(C3)C(=O)C=C)c4ccc(Oc5ccccc5)cc4,daratumumab,,P28907,,,,,lymphoma,Phase 2,,,NCT03679624,Daratumumab Plus Ibrutinib in Patients With Waldenstrӧm's Macroglobulinemia,,https://ClinicalTrials.gov/show/NCT03679624
clinicaltrials.gov,INCB001158,,,,,,daratumumab,,P28907,,,,Relapsed or Refractory Multiple Myeloma,,Phase 1/2,,,NCT03837509,,,
clinicaltrials.gov,ixazomib,1069383,P49721;P20618;P28074;P28062;P28065;P28072;P25786;P25787;P25788;P25789;P28066;P60900;O14818;Q8TAA3;P40306;A5LHX3;P49720;P28070;Q99436;Q99460;O00487;Q16186;P35998;P62191;P43686;P62333;P17980;P62195;Q13200;O43242;O00232;O00231;Q15008;P51665;Q9UNM6;P55036;P48556;P60896,"InChI=1S/C14H19BCl2N2O4/c1-8(2)5-12(15(22)23)19-13(20)7-18-14(21)10-6-9(16)3-4-11(10)17/h3-4,6,8,12,22-23H,5,7H2,1-2H3,(H,18,21)(H,19,20)/t12-/m0/s1",MXAYKZJJDUDWDS-LBPRGKRZSA-N,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,daratumumab,,P28907,,,,,multiple myeloma,Phase 2,,,NCT03757221,Ixazomib -Daratumumab Without Dexamethasone (IDara) in Elderly Relapse Refractory Multiple Myeloma,IDARA,https://ClinicalTrials.gov/show/NCT03757221
clinicaltrials.gov,ixazomib,1069383,P49721;P20618;P28074;P28062;P28065;P28072;P25786;P25787;P25788;P25789;P28066;P60900;O14818;Q8TAA3;P40306;A5LHX3;P49720;P28070;Q99436;Q99460;O00487;Q16186;P35998;P62191;P43686;P62333;P17980;P62195;Q13200;O43242;O00232;O00231;Q15008;P51665;Q9UNM6;P55036;P48556;P60896,"InChI=1S/C14H19BCl2N2O4/c1-8(2)5-12(15(22)23)19-13(20)7-18-14(21)10-6-9(16)3-4-11(10)17/h3-4,6,8,12,22-23H,5,7H2,1-2H3,(H,18,21)(H,19,20)/t12-/m0/s1",MXAYKZJJDUDWDS-LBPRGKRZSA-N,CC(C)C[C@H](NC(=O)CNC(=O)c1cc(Cl)ccc1Cl)B(O)O,daratumumab,,P28907,,,,,multiple myeloma,Phase 2,,,NCT03757221,Ixazomib -Daratumumab Without Dexamethasone (IDara) in Elderly Relapse Refractory Multiple Myeloma,IDARA,https://ClinicalTrials.gov/show/NCT03757221
clinicaltrials.gov,nivolumab,,Q15116,,,,daratumumab,,P28907,,,,,advanced solid cancers,Phase 1/2,,,NCT03098550,A Study to Test the Safety and Effectiveness of Nivolumab Combined With Daratumumab in Patients With Advanced Solid Tumors or Tumors That Have Spread,,https://ClinicalTrials.gov/show/NCT03098550
clinicaltrials.gov,pembrolizumab,,Q15116,,,,daratumumab,,P28907,,,,,multiple myeloma,Phase 2,,,NCT03221634,Efficacy and Safety Study of pembrolizumab (MK-3475) in Combination With Daratumumab in Participants With Relapsed Refractory Multiple Myeloma (MK-3475-668/KEYNOTE-668),,https://ClinicalTrials.gov/show/NCT03221634
clinicaltrials.gov,RO6870810,,,,,,daratumumab,,P28907,,,,,multiple myeloma,Phase 1,,,NCT03068351,Study of Bromodomain and Extra-Terminal Protein (BET) Inhibitor RO6870810 as Mono- and Combination Therapy in Advanced Multiple Myeloma,,https://ClinicalTrials.gov/show/NCT03068351
clinicaltrials.gov,bevacizumab,11,P15692,,,,dasatinib,375,O00238;O00506;O14965;O14976;O15197;O15264;O43283;O43318;O43353;O60674;O94804;O95819;P00519;P00533;P04049;P04626;P06239;P06241;P07333;P07947;P07948;P07949;P08631;P08684;P09619;P09769;P0C1S8;P10721;P11274;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P21860;P22607;P27037;P29317;P29320;P29322;P29323;P29597;P30291;P35968;P36507;P36888;P36894;P36896;P36897;P37023;P37173;P41240;P42680;P42681;P42684;P42685;P43405;P49674;P51451;P51813;P51955;P52333;P53667;P53671;P53778;P54753;P54756;P54760;P54762;P54764;P57059;Q01538;Q02750;Q04771;Q06187;Q07912;Q08345;Q09013;Q12851;Q13043;Q13163;Q13705;Q13882;Q15303;Q15569;Q15759;Q16539;Q16832;Q52WX2;Q56UN5;Q59H18;Q5VT25;Q6DT37;Q6PHR2;Q86Y07;Q8IVH8;Q8N4C8;Q8NG66;Q8NI60;Q8TDR2;Q92918;Q96GD4;Q99640;Q99759;Q9H0K1;Q9H1R3;Q9H2G2;Q9H2K8;Q9H3Y6;Q9NRP7;Q9NYL2;Q9P289;Q9P2K8;Q9UBE8;Q9UF33;Q9UKE5;Q9UL54;Q9Y2K2;Q9Y2U5;Q9Y4K4;Q9Y5S2;Q9Y6R4,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,,advanced solid cancers,Phase 1,,,NCT01445509,Dasatinib in Combination With Bevacizumab to Treat Advanced Solid Tumors,,https://ClinicalTrials.gov/show/NCT01445509
clinicaltrials.gov,crizotinib,652583,O00238;O00444;O14730;O14920;O14936;O14965;O15075;O15146;O15197;O43283;O43318;O43353;O60674;O75116;O75385;O94804;O94806;P00519;P00533;P04629;P06213;P06239;P06241;P06748;P07332;P07333;P07947;P07948;P07949;P08069;P08581;P08922;P09769;P0C264;P10721;P12931;P14616;P16591;P17948;P19525;P21127;P21709;P22607;P23443;P23458;P29317;P29320;P29322;P29376;P29597;P30530;P32298;P35590;P36888;P36896;P36897;P42681;P42684;P42685;P43403;P43405;P46734;P50613;P51451;P51617;P51813;P52333;P53667;P53671;P54756;P54760;P54762;P54764;P57078;Q02763;Q04771;Q04912;Q05397;Q06187;Q06418;Q07912;Q08345;Q08881;Q09013;Q12851;Q12852;Q12866;Q13043;Q13131;Q13164;Q13188;Q13233;Q13464;Q13470;Q13546;Q14164;Q14289;Q15139;Q15375;Q15569;Q16288;Q16620;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q6PHR2;Q6XUX3;Q6ZN16;Q7L7X3;Q8IVH8;Q8IY84;Q8IYT8;Q8N4C8;Q8N568;Q8NE63;Q8NFD2;Q8TD19;Q8TDR2;Q8TDX7;Q92630;Q92772;Q92918;Q96D53;Q96GD4;Q96RR4;Q96SB4;Q99755;Q99759;Q9BRS2;Q9H093;Q9H0K1;Q9H2G2;Q9H2K8;Q9NSY1;Q9NWZ3;Q9P289;Q9UF33;Q9UHD2;Q9UL54;Q9UM73;Q9UPE1;Q9UQ88;Q9UQB9;Q9Y2U5;Q9Y4K4;Q9Y616,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1",KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,dasatinib,375,O00238;O00506;O14965;O14976;O15197;O15264;O43283;O43318;O43353;O60674;O94804;O95819;P00519;P00533;P04049;P04626;P06239;P06241;P07333;P07947;P07948;P07949;P08631;P08684;P09619;P09769;P0C1S8;P10721;P11274;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P21860;P22607;P27037;P29317;P29320;P29322;P29323;P29597;P30291;P35968;P36507;P36888;P36894;P36896;P36897;P37023;P37173;P41240;P42680;P42681;P42684;P42685;P43405;P49674;P51451;P51813;P51955;P52333;P53667;P53671;P53778;P54753;P54756;P54760;P54762;P54764;P57059;Q01538;Q02750;Q04771;Q06187;Q07912;Q08345;Q09013;Q12851;Q13043;Q13163;Q13705;Q13882;Q15303;Q15569;Q15759;Q16539;Q16832;Q52WX2;Q56UN5;Q59H18;Q5VT25;Q6DT37;Q6PHR2;Q86Y07;Q8IVH8;Q8N4C8;Q8NG66;Q8NI60;Q8TDR2;Q92918;Q96GD4;Q99640;Q99759;Q9H0K1;Q9H1R3;Q9H2G2;Q9H2K8;Q9H3Y6;Q9NRP7;Q9NYL2;Q9P289;Q9P2K8;Q9UBE8;Q9UF33;Q9UKE5;Q9UL54;Q9Y2K2;Q9Y2U5;Q9Y4K4;Q9Y5S2;Q9Y6R4,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,,brain cancers,Phase 1,,,NCT01644773,Study of the Combination of Crizotinib and Dasatinib in Pediatric Research Participants With Diffuse Pontine Glioma (DIPG) and High-Grade Glioma (HGG),,https://ClinicalTrials.gov/show/NCT01644773
clinicaltrials.gov,crizotinib,652583,O00238;O00444;O14730;O14920;O14936;O14965;O15075;O15146;O15197;O43283;O43318;O43353;O60674;O75116;O75385;O94804;O94806;P00519;P00533;P04629;P06213;P06239;P06241;P06748;P07332;P07333;P07947;P07948;P07949;P08069;P08581;P08922;P09769;P0C264;P10721;P12931;P14616;P16591;P17948;P19525;P21127;P21709;P22607;P23443;P23458;P29317;P29320;P29322;P29376;P29597;P30530;P32298;P35590;P36888;P36896;P36897;P42681;P42684;P42685;P43403;P43405;P46734;P50613;P51451;P51617;P51813;P52333;P53667;P53671;P54756;P54760;P54762;P54764;P57078;Q02763;Q04771;Q04912;Q05397;Q06187;Q06418;Q07912;Q08345;Q08881;Q09013;Q12851;Q12852;Q12866;Q13043;Q13131;Q13164;Q13188;Q13233;Q13464;Q13470;Q13546;Q14164;Q14289;Q15139;Q15375;Q15569;Q16288;Q16620;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q6PHR2;Q6XUX3;Q6ZN16;Q7L7X3;Q8IVH8;Q8IY84;Q8IYT8;Q8N4C8;Q8N568;Q8NE63;Q8NFD2;Q8TD19;Q8TDR2;Q8TDX7;Q92630;Q92772;Q92918;Q96D53;Q96GD4;Q96RR4;Q96SB4;Q99755;Q99759;Q9BRS2;Q9H093;Q9H0K1;Q9H2G2;Q9H2K8;Q9NSY1;Q9NWZ3;Q9P289;Q9UF33;Q9UHD2;Q9UL54;Q9UM73;Q9UPE1;Q9UQ88;Q9UQB9;Q9Y2U5;Q9Y4K4;Q9Y616,"InChI=1S/C21H22Cl2FN5O/c1-12(19-16(22)2-3-17(24)20(19)23)30-18-8-13(9-27-21(18)25)14-10-28-29(11-14)15-4-6-26-7-5-15/h2-3,8-12,15,26H,4-7H2,1H3,(H2,25,27)/t12-/m1/s1",KTEIFNKAUNYNJU-GFCCVEGCSA-N,C[C@@H](Oc1cc(cnc1N)c2cnn(c2)C3CCNCC3)c4c(Cl)ccc(F)c4Cl,dasatinib,375,O00238;O00506;O14965;O14976;O15197;O15264;O43283;O43318;O43353;O60674;O94804;O95819;P00519;P00533;P04049;P04626;P06239;P06241;P07333;P07947;P07948;P07949;P08631;P08684;P09619;P09769;P0C1S8;P10721;P11274;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P21860;P22607;P27037;P29317;P29320;P29322;P29323;P29597;P30291;P35968;P36507;P36888;P36894;P36896;P36897;P37023;P37173;P41240;P42680;P42681;P42684;P42685;P43405;P49674;P51451;P51813;P51955;P52333;P53667;P53671;P53778;P54753;P54756;P54760;P54762;P54764;P57059;Q01538;Q02750;Q04771;Q06187;Q07912;Q08345;Q09013;Q12851;Q13043;Q13163;Q13705;Q13882;Q15303;Q15569;Q15759;Q16539;Q16832;Q52WX2;Q56UN5;Q59H18;Q5VT25;Q6DT37;Q6PHR2;Q86Y07;Q8IVH8;Q8N4C8;Q8NG66;Q8NI60;Q8TDR2;Q92918;Q96GD4;Q99640;Q99759;Q9H0K1;Q9H1R3;Q9H2G2;Q9H2K8;Q9H3Y6;Q9NRP7;Q9NYL2;Q9P289;Q9P2K8;Q9UBE8;Q9UF33;Q9UKE5;Q9UL54;Q9Y2K2;Q9Y2U5;Q9Y4K4;Q9Y5S2;Q9Y6R4,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,,,Phase 1,,,NCT01744652,Dasatinib and Crizotinib in Advanced Cancer,,https://ClinicalTrials.gov/show/NCT01744652
clinicaltrials.gov,erlotinib,1012,O00444;O14578;O14965;O14976;O15197;O43293;O43353;O60674;O75676;O94768;O94804;O94956;P00519;P00533;P04626;P06239;P07947;P07948;P07949;P08581;P08631;P08684;P09769;P10721;P12931;P16234;P17948;P19525;P21802;P21860;P29320;P29322;P29376;P29597;P30530;P31152;P32298;P33981;P35590;P35916;P36888;P41240;P42681;P42684;P42685;P45984;P48730;P49674;P51451;P52333;P53779;P54756;P54760;P54762;P57078;Q06418;Q08345;Q09013;Q12866;Q13163;Q13470;Q13557;Q15303;Q15375;Q2M2I8;Q52WX2;Q56UN5;Q59H18;Q5S007;Q6DT37;Q6PHR2;Q8N4C8;Q8NE63;Q8NI60;Q8TBX8;Q92630;Q96D53;Q96GD4;Q99759;Q9BUB5;Q9H0K1;Q9H1R3;Q9H2G2;Q9HBH9;Q9NRP7;Q9NSY1;Q9P2K8;Q9UEE5;Q9UF33;Q9UHD2;Q9UKE5;Q9UM73;Q9UPE1;Q9UQB9;Q9Y2U5,"InChI=1S/C22H23N3O4/c1-4-16-6-5-7-17(12-16)25-22-18-13-20(28-10-8-26-2)21(29-11-9-27-3)14-19(18)23-15-24-22/h1,5-7,12-15H,8-11H2,2-3H3,(H,23,24,25)",AAKJLRGGTJKAMG-UHFFFAOYSA-N,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCOC,dasatinib,375,O00238;O00506;O14965;O14976;O15197;O15264;O43283;O43318;O43353;O60674;O94804;O95819;P00519;P00533;P04049;P04626;P06239;P06241;P07333;P07947;P07948;P07949;P08631;P08684;P09619;P09769;P0C1S8;P10721;P11274;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P21860;P22607;P27037;P29317;P29320;P29322;P29323;P29597;P30291;P35968;P36507;P36888;P36894;P36896;P36897;P37023;P37173;P41240;P42680;P42681;P42684;P42685;P43405;P49674;P51451;P51813;P51955;P52333;P53667;P53671;P53778;P54753;P54756;P54760;P54762;P54764;P57059;Q01538;Q02750;Q04771;Q06187;Q07912;Q08345;Q09013;Q12851;Q13043;Q13163;Q13705;Q13882;Q15303;Q15569;Q15759;Q16539;Q16832;Q52WX2;Q56UN5;Q59H18;Q5VT25;Q6DT37;Q6PHR2;Q86Y07;Q8IVH8;Q8N4C8;Q8NG66;Q8NI60;Q8TDR2;Q92918;Q96GD4;Q99640;Q99759;Q9H0K1;Q9H1R3;Q9H2G2;Q9H2K8;Q9H3Y6;Q9NRP7;Q9NYL2;Q9P289;Q9P2K8;Q9UBE8;Q9UF33;Q9UKE5;Q9UL54;Q9Y2K2;Q9Y2U5;Q9Y4K4;Q9Y5S2;Q9Y6R4,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,,,Phase 1,,,NCT00895128,Study of Erlotinib in Combination With Dasatinib,,https://ClinicalTrials.gov/show/NCT00895128
clinicaltrials.gov,ETC-1907206,,,,,,dasatinib,375,O00238;O00506;O14965;O14976;O15197;O15264;O43283;O43318;O43353;O60674;O94804;O95819;P00519;P00533;P04049;P04626;P06239;P06241;P07333;P07947;P07948;P07949;P08631;P08684;P09619;P09769;P0C1S8;P10721;P11274;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P21860;P22607;P27037;P29317;P29320;P29322;P29323;P29597;P30291;P35968;P36507;P36888;P36894;P36896;P36897;P37023;P37173;P41240;P42680;P42681;P42684;P42685;P43405;P49674;P51451;P51813;P51955;P52333;P53667;P53671;P53778;P54753;P54756;P54760;P54762;P54764;P57059;Q01538;Q02750;Q04771;Q06187;Q07912;Q08345;Q09013;Q12851;Q13043;Q13163;Q13705;Q13882;Q15303;Q15569;Q15759;Q16539;Q16832;Q52WX2;Q56UN5;Q59H18;Q5VT25;Q6DT37;Q6PHR2;Q86Y07;Q8IVH8;Q8N4C8;Q8NG66;Q8NI60;Q8TDR2;Q92918;Q96GD4;Q99640;Q99759;Q9H0K1;Q9H1R3;Q9H2G2;Q9H2K8;Q9H3Y6;Q9NRP7;Q9NYL2;Q9P289;Q9P2K8;Q9UBE8;Q9UF33;Q9UKE5;Q9UL54;Q9Y2K2;Q9Y2U5;Q9Y4K4;Q9Y5S2;Q9Y6R4,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,,leukemia,Phase 1,,,NCT03414450,Evaluation of ETC-1907206 With Dasatinib in Advanced Haematologic Malignancies,,https://ClinicalTrials.gov/show/NCT03414450
clinicaltrials.gov,nilutamide,813,P10275,"InChI=1S/C12H10F3N3O4/c1-11(2)9(19)17(10(20)16-11)6-3-4-8(18(21)22)7(5-6)12(13,14)15/h3-5H,1-2H3,(H,16,20)",XWXYUMMDTVBTOU-UHFFFAOYSA-N,CC1(C)NC(=O)N(C1=O)c2ccc(c(c2)C(F)(F)F)[N+](=O)[O-],dasatinib,375,O00238;O00506;O14965;O14976;O15197;O15264;O43283;O43318;O43353;O60674;O94804;O95819;P00519;P00533;P04049;P04626;P06239;P06241;P07333;P07947;P07948;P07949;P08631;P08684;P09619;P09769;P0C1S8;P10721;P11274;P11362;P12931;P15056;P16234;P17948;P21709;P21802;P21860;P22607;P27037;P29317;P29320;P29322;P29323;P29597;P30291;P35968;P36507;P36888;P36894;P36896;P36897;P37023;P37173;P41240;P42680;P42681;P42684;P42685;P43405;P49674;P51451;P51813;P51955;P52333;P53667;P53671;P53778;P54753;P54756;P54760;P54762;P54764;P57059;Q01538;Q02750;Q04771;Q06187;Q07912;Q08345;Q09013;Q12851;Q13043;Q13163;Q13705;Q13882;Q15303;Q15569;Q15759;Q16539;Q16832;Q52WX2;Q56UN5;Q59H18;Q5VT25;Q6DT37;Q6PHR2;Q86Y07;Q8IVH8;Q8N4C8;Q8NG66;Q8NI60;Q8TDR2;Q92918;Q96GD4;Q99640;Q99759;Q9H0K1;Q9H1R3;Q9H2G2;Q9H2K8;Q9H3Y6;Q9NRP7;Q9NYL2;Q9P289;Q9P2K8;Q9UBE8;Q9UF33;Q9UKE5;Q9UL54;Q9Y2K2;Q9Y2U5;Q9Y4K4;Q9Y5S2;Q9Y6R4,"InChI=1S/C22H26ClN7O2S/c1-14-4-3-5-16(23)20(14)28-21(32)17-13-24-22(33-17)27-18-12-19(26-15(2)25-18)30-8-6-29(7-9-30)10-11-31/h3-5,12-13,31H,6-11H2,1-2H3,(H,28,32)(H,24,25,26,27)",ZBNZXTGUTAYRHI-UHFFFAOYSA-N,Cc1nc(Nc2ncc(s2)C(=O)Nc3c(C)cccc3Cl)cc(n1)N4CCN(CCO)CC4,,prostate cancers,Phase 2,,,NCT00918385,Genomic Guided Therapy With Dasatinib or Nilutamide in Metastatic Castration-Resistant Prostate Cancer,ARS,https://ClinicalTrials.gov/show/NCT00918385
clinicaltrials.gov,pembrolizumab,,Q15116,,,,DEBIO1143,,,,,,Adenocarcinoma of the Pancreas|Adenocarcinoma of the Colon|Adenocarcinoma of the Rectum,,Phase 1,,,NCT03871959,,,
