Trial.source,Drug_1,canSAR_target_1,Drug_1_target_uniprots,InChI_1,InChIKey_1,SMILES_1,Drug_2,canSAR_target_2,Drug_2_target_uniprots,InChI_2,InChIKey_2,SMILES_2,Patient.population,Disease,Phase,PMID,Results,NCT.Number,Title,Recruitment,Study.Results,Conditions,Interventions,Sponsor.Collaborators,Gender,Age,Enrollment,Funded.Bys,Study.Types,Study.Designs,Other.IDs,Acronym,Primary.Completion.Date,Outcome.Measures,URL
clinicaltrials.gov,SHR-1210,841778,,"InChI=1S/C23H27FN4O2/c1-4-27(5-2)10-11-28-9-8-19-21(23(28)30)14(3)20(25-19)13-17-16-12-15(24)6-7-18(16)26-22(17)29/h6-7,12-13,25H,4-5,8-11H2,1-3H3,(H,26,29)/b17-13-",GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c(C)c2C1=O,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,liver cancers,Phase 2,NA,,NCT03463876,A Trial of SHR-1210 (an Anti-PD-1 Inhibitor) in Combination With Apatinib in Patients With Advanced HCC,Recruiting,No Results Available,Hepatocellular Carcinoma,Drug: SHR 1210+apatinib,"Jiangsu HengRui Medicine Co., Ltd.",All,"18 Years and older ï_ (Adult, Senior)",136,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SHR-1210-APTN-_—-208-HCC,null,"Objective Response Rate (ORR)|Duration of Response (DoR)|Disease Control Rate (DCR)|Time to objective response(TTR) per Response Evaluation Criteria in Solid Tumors Version 1.1 (RECIST 1.1).|9-month survival rate|12-month survival rate|Overall survival(OS)|Progression-free survival(PFS)|Safety as measured by the rate of AEs, SAEs and laboratory abnormalities",,https://ClinicalTrials.gov/show/NCT03463876
clinicaltrials.gov,SHR-1210,841778,,"InChI=1S/C23H27FN4O2/c1-4-27(5-2)10-11-28-9-8-19-21(23(28)30)14(3)20(25-19)13-17-16-12-15(24)6-7-18(16)26-22(17)29/h6-7,12-13,25H,4-5,8-11H2,1-3H3,(H,26,29)/b17-13-",GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c(C)c2C1=O,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,lung cancers,Phase 2,NA,,NCT03083041,A Study of SHR-1210 in Combination With Apatinib in Advanced Non-Small Cell Lung Cancer(NSCLC),Not yet recruiting,No Results Available,"Carcinoma, Non-Small-Cell Lung",Biological: SHR-1210|Drug: Apatinib,"Jiangsu HengRui Medicine Co., Ltd.",All,"18 Years to 70 Years __ (Adult, Senior)",118,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,SHR-1210-APTN-II-202-NSCLC,null,"February 27, 2018","Part 1: Incidence and grade of adverse events (AEs) and Serious adverse events (SAEs)|Part 2:Objective response rate (ORR) per RECIST 1.1|Part 1: Apatinib plasma concentrations and serum SHR-1210 concentrations|Part 1:Peak Plasma Concentration (Cmax) of Apatinib and SHR-1210|Part 1:Objective response rate (ORR) - RECIST 1.1|Duration of Response (DoR)|Progression-free survival(PFS)|Overall survival rate at 12 months (OSR12)|Part 1: Area under the plasma concentration-time curve from time 0 to 24 hrs, AUC[0-24]",https://ClinicalTrials.gov/show/NCT03083041
clinicaltrials.gov,SHR-1210,841778,,"InChI=1S/C23H27FN4O2/c1-4-27(5-2)10-11-28-9-8-19-21(23(28)30)14(3)20(25-19)13-17-16-12-15(24)6-7-18(16)26-22(17)29/h6-7,12-13,25H,4-5,8-11H2,1-3H3,(H,26,29)/b17-13-",GKEYKDOLBLYGRB-LGMDPLHJSA-N,CCN(CC)CCN1CCc2[nH]c(\C=C\3/C(=O)Nc4ccc(F)cc34)c(C)c2C1=O,apatinib,1384455,P35968,"InChI=1S/C24H23N5O.CH4O3S/c25-17-24(11-1-2-12-24)19-5-7-20(8-6-19)29-23(30)21-4-3-13-27-22(21)28-16-18-9-14-26-15-10-18;1-5(2,3)4/h3-10,13-15H,1-2,11-12,16H2,(H,27,28)(H,29,30);1H3,(H,2,3,4)",FYJROXRIVQPKRY-UHFFFAOYSA-N,CS(=O)(=O)O.O=C(Nc1ccc(cc1)C2(CCCC2)C#N)c3cccnc3NCc4ccncc4,,lung cancers,Phase 2,NA,,NCT03417895,SHR-1210 Combined With Apatinib in Treatment of ED-SCLC After Failure of First Line Standard Therapy,Not yet recruiting,No Results Available,Small-cell Lung Cancer,Drug: SHR-1210|Drug: Apatinib,"Jiangsu HengRui Medicine Co., Ltd.",All,"18 Years to 70 Years ï_ (Adult, Senior)",135,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,SHR-1210-II-206,PASSION,Adverse event of part 1|ORR|Adverse event|OS rate|PFS|TTR|DoR|DCR|OS|Immunogenicity,,https://ClinicalTrials.gov/show/NCT03417895
clinicaltrials.gov,ondansetron,2228,P46098,"InChI=1S/C18H19N3O/c1-12-19-9-10-21(12)11-13-7-8-16-17(18(13)22)14-5-3-4-6-15(14)20(16)2/h3-6,9-10,13H,7-8,11H2,1-2H3",FELGMEQIXOGIFQ-UHFFFAOYSA-N,Cc1nccn1CC2CCc3c(C2=O)c4ccccc4n3C,aprepitant,471,P25103,"InChI=1S/C23H21F7N4O3/c1-12(14-8-15(22(25,26)27)10-16(9-14)23(28,29)30)37-20-19(13-2-4-17(24)5-3-13)34(6-7-36-20)11-18-31-21(35)33-32-18/h2-5,8-10,12,19-20H,6-7,11H2,1H3,(H2,31,32,33,35)/t12-,19+,20-/m1/s1",ATALOFNDEOCMKK-OITMNORJSA-N,C[C@@H](O[C@H]1OCCN(CC2=NNC(=O)N2)[C@H]1c3ccc(F)cc3)c4cc(cc(c4)C(F)(F)F)C(F)(F)F,,leukemia,Phase 2,NA,,NCT00954941,Ondansetron Versus Aprepitant Plus Ondansetron for Emesis,Completed,Has Results,Hematologic Diseases|Acute Myelogenous Leukemia|Myelodysplastic Syndrome|Chronic Myelogenous Leukemia,Drug: Ondansetron|Drug: Aprepitant,M.D. Anderson Cancer Center|Merck Sharp & Dohme Corp.,All,"18 Years and older __ (Adult, Senior)",100,Other|Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Open Label|Primary Purpose: Treatment,2008-0615|NCI-2009-01517,null,Mar-09,Participant Responses|Treatment Success Rate,https://ClinicalTrials.gov/show/NCT00954941
clinicaltrials.gov,rivaroxaban,245079,P00742,"InChI=1S/C19H18ClN3O5S/c20-16-6-5-15(29-16)18(25)21-9-14-10-23(19(26)28-14)13-3-1-12(2-4-13)22-7-8-27-11-17(22)24/h1-6,14H,7-11H2,(H,21,25)/t14-/m0/s1",KGFYHTZWPPHNLQ-AWEZNQCLSA-N,Clc1ccc(s1)C(=O)NC[C@H]2CN(C(=O)O2)c3ccc(cc3)N4CCOCC4=O,ASA,NA,,,,,,multiple myeloma,Phase 2/3,NA,,NCT03428373,ASA vs. Rivaroxaban in Newly Diagnosed or Relapsed and Refractory Multiple Myeloma Patients Treated With Len-Dex Combination Therapy.,Not yet recruiting,No Results Available,Multiple Myeloma in Relapse|Multiple Myeloma Progression|Multiple Myeloma Stage II|Multiple Myeloma Stage I|Multiple Myeloma With Failed Remission|Multiple Myeloma Stage III,Drug: Rivaroxaban|Drug: ASA,Lawson Health Research Institute|The Ottawa Hospital|Dalhousie University|St. Boniface General Hospital Research Centre|McMaster University,All,"18 Years to 90 Years ï_ (Adult, Senior)",86,Other,Interventional,Allocation: Randomized|Intervention Model: Factorial Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,10014356,RithMM,Thrombosis assessment of patients with Multiple Myeloma placed on the Rivaroxaban vs Aspirin|Number of participants with treatment-related adverse events as assessed by CTCAE v4.0,,https://ClinicalTrials.gov/show/NCT03428373
clinicaltrials.gov,bevacizumab,11,P15692,,,,atezolizumab,NA,Q9NZQ7,,,,,kidney cancers,Phase 2,NA,,NCT02724878,Study of Atezolizumab + Bevacizumab in Patients With Advanced Non-Clear Cell Renal Cell Carcinoma,Recruiting,No Results Available,Advanced Non-Clear Cell Kidney Cancer,Drug: Bevacizumab|Drug: Atezolizumab,"Dana-Farber Cancer Institute|Genentech, Inc.",All,"18 Years and older __ (Adult, Senior)",40,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,15-592,null,Sep-15,Overall response rate|Duration of response|Number of participants with treatment-related adverse events assessed by CTCAE version 4.0|Immune related objective response rate|Progression free survival|Overall survival|Function Assessment of Cancer Therapy-Kidney Symptom Index-19 score|Brief Fatigue Inventory score,https://ClinicalTrials.gov/show/NCT02724878
clinicaltrials.gov,BL-8040,NA,P61073,,,,atezolizumab,NA,Q9NZQ7,,,,,leukemia,Phase 1/2,NA,,NCT03154827,"A Phase Ib/II, Multicenter, Single Arm, Open-Label Study, To Evaluate the Safety, Tolerability and Efficacy of the BL-8040 and Atezolizumab Combination for Maintenance Treatment in Subjects With Acute Myeloid Leukemia Who Are 60 Years or Older - The BATTLE Study",Not yet recruiting,No Results Available,Acute Myeloid Leukemia,Drug: BL-8040|Drug: Atezolizumab,"BioLineRx, Ltd.|Genentech, Inc.",All,"60 Years and older __ (Adult, Senior)",60,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,BL-8040.AML.202,null,"March 17, 2021",Relapse Free Survival,https://ClinicalTrials.gov/show/NCT03154827
clinicaltrials.gov,cabozantinib,1081506,P08581,"InChI=1S/C28H24FN3O5/c1-35-24-15-21-22(16-25(24)36-2)30-14-11-23(21)37-20-9-7-19(8-10-20)32-27(34)28(12-13-28)26(33)31-18-5-3-17(29)4-6-18/h3-11,14-16H,12-13H2,1-2H3,(H,31,33)(H,32,34)",ONIQOQHATWINJY-UHFFFAOYSA-N,COc1cc2nccc(Oc3ccc(NC(=O)C4(CC4)C(=O)Nc5ccc(F)cc5)cc3)c2cc1OC,atezolizumab,NA,Q9NZQ7,,,,,bladder cancers;kidney cancers;lung cancers;prostate cancers,Phase 1/2,NA,,NCT03170960,Study of Cabozantinib in Combination With Atezolizumab to Subjects With Locally Advanced or Metastatic Solid Tumors,Recruiting,No Results Available,Urothelial Carcinoma|Renal Cell Carcinoma|Non-Small Cell Lung Cancer|Castration-resistant Prostate Cancer,Drug: cabozantinib|Drug: atezolizumab,Exelixis,All,"18 Years and older ï_ (Adult, Senior)",360,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,XL184-021,null,Dose Escalation: MTD/Recommended Dose|Dose Expansion: ORR|Incidence and severity of nonserious AEs and SAEs (Safety),,https://ClinicalTrials.gov/show/NCT03170960
clinicaltrials.gov,CDX-1401,NA,,,,,atezolizumab,NA,Q9NZQ7,,,,,lung cancers,Phase 2,NA,,NCT02495636,"Phase 2 Study of MPDL3280A Combined With CDX-1401 in NY-ESO 1 (+) IIIB, IV or Recurrent Non-Small Cell Lung Cancer",Withdrawn,No Results Available,Non-Small Cell Lung Cancer,Drug: CDX-1401|Drug: MPDL3280A,Yale University,All,"18 Years and older __ (Adult, Senior)",0,Other,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,1501015233,null,Jun-13,Objective Response Rate,https://ClinicalTrials.gov/show/NCT02495636
clinicaltrials.gov,CMB305,NA,,,,,atezolizumab,NA,Q9NZQ7,,,,,soft tissue cancers,Phase 2,NA,,NCT02609984,Trial of CMB305 and Atezolizumab in Patients With Sarcoma,"Active, not recruiting",No Results Available,Sarcoma|Myxoid/Round Cell Liposarcoma|Synovial Sarcoma|Metastatic Sarcoma|Recurrent Adult Soft Tissue Sarcoma|Locally Advanced Sarcoma|Liposarcoma,Biological: CMB305|Biological: atezolizumab,"Immune Design|Genentech, Inc.",All,"18 Years and older __ (Adult, Senior)",88,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,IMDZ-C232,IMDZ-C232,"May 26, 2017","Progression Free Survival|Overall Survival|Safety as Evaluated by Adverse Events, Laboratory Findings and Patient Discontinuations|Progression Free Survival Rates|Best Overall Response Rate",https://ClinicalTrials.gov/show/NCT02609984
clinicaltrials.gov,MV-NIS,NA,,,,,atezolizumab,NA,Q9NZQ7,,,,,lung cancers,Phase 1,NA,,NCT02919449,Trial of Measles Virotherapy in Combination With Atezolizumab in Patients With Metastatic Non-Small Cell Lung Cancer,Recruiting,No Results Available,Recurrent Non-Small Cell Lung Cancer,Biological: MV-NIS|Biological: Atezolizumab,"Vyriad, Inc.",All,"18 Years and older __ (Adult, Senior)",42,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,VYR-MV1-101,null,Dec-14,Maximum Tolerated Dose (MTD) of MV-NIS in combination with Atezolizumab,https://ClinicalTrials.gov/show/NCT02919449
clinicaltrials.gov,obinutuzumab,NA,P11836,,,,atezolizumab,NA,Q9NZQ7,,,,,lymphoma;leukemia,Phase 2,NA,,NCT02846623,Atezolizumab (PD-L1 mAb) in Combination With Obinutuzumab and Ibrutinib in Patients With Relapsed Refractory or High-Risk Untreated Chronic Lymphocytic Leukemia (CLL),Recruiting,No Results Available,Chronic Lymphocytic Leukemia|Small Lymphocytic Lymphoma,Drug: Obinutuzumab|Drug: Atezolizumab,"M.D. Anderson Cancer Center|Genentech, Inc.",All,"18 Years and older __ (Adult, Senior)",72,Other|Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: No masking|Primary Purpose: Treatment,2015-1097|NCI-2017-00183,null,"January 1, 2021",Best Overall Response (OR)|Conversion Rate,https://ClinicalTrials.gov/show/NCT02846623
clinicaltrials.gov,RO6874281,NA,,,,,atezolizumab,NA,Q9NZQ7,,,,,,Phase 2,NA,,NCT03386721,Study to Evaluate the Therapeutic Activity of RO6874281 as a Combination Therapy in Participants With Advanced and/or Metastatic Solid Tumors,Recruiting,No Results Available,Solid Tumors,"Drug: RO6874281|Drug: Atezolizumab (MPDL3280A), an Engineered Anti-PD-L1 Antibody",Hoffmann-La Roche,All,"18 Years and older ï_ (Adult, Senior)",40,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,BP40234|2017-003182-94,null,Percentage of Participants with Objective Response of Complete Response (CR) or Partial Response (PR) According to Response Evaluation Criteria in Solid Tumors (RECIST) Version 1.1|Percentage of Participants with Disease Control According to RECIST Version 1.1|Duration of Response (DoR) According to RECIST Version 1.1|Progression-Free Survival (PFS) According to RECIST Version 1.1|Overall Survival (OS)|Percentage of Participants with Adverse Events (AEs)|Percentage of Participants by Programmed Death-Ligand 1 (PD-L1) Status According to Immunohistochemical Methods|Change from Baseline in Density of Cluster of Differentiation (CD) 8 Positive (CD8+) Cells According to Immunohistochemical Methods|Change from Baseline in Density of Cluster of Differentiation 3 Negative (CD3-) Perforin Positive Cells According to Immunohistochemical Methods|Change from Baseline in Density of PD-L1 According to Immunohistochemical Methods,,https://ClinicalTrials.gov/show/NCT03386721
clinicaltrials.gov,RO7198457,NA,,,,,atezolizumab,NA,Q9NZQ7,,,,,skin cancers;lung cancers;bladder cancers;colorectal cancers;breast cancers;kidney cancers;head and neck cancers,Phase 1,NA,,NCT03289962,A Study of RO7198457 (Personalized Cancer Vaccine [PCV]) as a Single Agent and in Combination With Atezolizumab in Participants With Locally Advanced or Metastatic Tumors,Recruiting,No Results Available,Melanoma|Non-Small Cell Lung Cancer|Bladder Cancer|Colorectal Cancer|Triple Negative Breast Cancer|Renal Cancer|Head and Neck Cancer|Other Solid Cancers,Drug: RO7198457|Drug: Atezolizumab,"Genentech, Inc.|Biontech RNA Pharmaceuticals GmbH",All,"18 Years and older ï_ (Adult, Senior)",572,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Sequential Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,GO39733|2017-001475-23,null,"Percentage of Participants with Dose-Limiting Toxicities (DLTs)|MTD/Recommended Phase 2 Dose (RP2D) of RO7198457|Percentage of Participants with Adverse Events (AEs) by Severity According to National Cancer Institute (NCI) Common Terminology Criteria for Adverse Events (CTCAE) Version 4.0|Percentage of Participants with Immune-Mediated Adverse Events (imAEs) by Severity According to NCI CTCAE Version 4.0|Percentage of Participants by Number of Treatment Cycles Received|Dose Intensity of RO7198457|Plasma Concentration of (R)-N,N,N-Trimethyl-2,3-Dioleyloxy-1-Propanaminium Chloride (DOTMA)|Plasma Concentration of Ribonucleic Acid (RNA)|Serum Concentration of Atezolizumab|Percentage of Participants with Induction of Antigen-Specific T-Cell Responses in Peripheral Blood|Immune-Related Cytokine Levels|Percentage of Participants with Objective Response of Complete Response (CR) or Partial Response (PR) According to Response Evaluation Criteria for Solid Tumors Version 1.1 (RECIST v1.1)|Duration of Response (DoR) According to RECIST v1.1|Percentage of Participants with Objective Response of CR or PR According to Immune-Modified RECIST|DoR According to Immune-Modified RECIST|Progression-Free Survival (PFS) According to RECIST v1.1|Overall Survival (OS)|Percentage of Participants with Anti-Drug Antibodies (ADAs) to Atezolizumab",,https://ClinicalTrials.gov/show/NCT03289962
clinicaltrials.gov,rociletinib,1271035,P00533,"InChI=1S/C27H28F3N7O3/c1-4-24(39)32-18-6-5-7-19(14-18)33-25-21(27(28,29)30)16-31-26(35-25)34-22-9-8-20(15-23(22)40-3)37-12-10-36(11-13-37)17(2)38/h4-9,14-16H,1,10-13H2,2-3H3,(H,32,39)(H2,31,33,34,35)",HUFOZJXAKZVRNJ-UHFFFAOYSA-N,COc1cc(ccc1Nc2ncc(c(Nc3cccc(NC(=O)C=C)c3)n2)C(F)(F)F)N4CCN(CC4)C(=O)C,atezolizumab,NA,Q9NZQ7,,,,,lung cancers,Phase 1/2,NA,,NCT02630186,A Phase 1b/2 Study of Safety and Efficacy of Rociletinib in Combination With MPDL3280A in Patients With Advanced or Metastatic EGFR-mutant NSCLC,"Active, not recruiting",No Results Available,Non-small Cell Lung Cancer,Drug: Rociletinib|Drug: MPDL3280A,"Clovis Oncology, Inc.|Genentech, Inc.",All,"18 Years and older __ (Adult, Senior)",3,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: Open Label|Primary Purpose: Prevention,CO-1686-032,null,Nov-12,"Incidence of treatment-emergent adverse events, as assessed by NCI CTCAE v4.03|Maximum concentration (Cmax) of rociletinib and its metabolites|Time to maximum concentration (Tmax) for rociletinib and rociletinib metabolites|Minimum concentration (Cmin) of rociletinib and metabolites|Area under the curve (AUC) of rociletinib and rociletinib metabolites|Maximum concentration (Cmax) of MPDL3280A|Minimum concentration (Cmin) of MPDL3280A|Objective response rate per RECIST v1.1 in Phase 2|Objective response rate per modified RECIST v1.1, incorporating immune-related criteria, in Phase 2|Duration of response per RECIST v1.1 and modified RECIST v1.1, incorporating immune-related criteria, in Phase 2|Progression-free survival per RECIST v1.1 and modified RECIST v1.1, incorporating immune-related criteria, in Phase 2|Overall survival|Longitudinal changes in blood based biomarkers (eg, mutations in EGFR) in ctDNA",https://ClinicalTrials.gov/show/NCT02630186
clinicaltrials.gov,axitinib,600224,P35968;P17948;P35916,"InChI=1S/C22H18N4OS/c1-23-22(27)18-7-2-3-8-21(18)28-16-10-11-17-19(25-26-20(17)14-16)12-9-15-6-4-5-13-24-15/h2-14H,1H3,(H,23,27)(H,25,26)/b12-9+",RITAVMQDGBJQJZ-FMIVXFBMSA-N,CNC(=O)c1ccccc1Sc2ccc3c(\C=C\c4ccccn4)n[nH]c3c2,avelumab,NA,Q9NZQ7,,,,,kidney cancers,Phase 2,NA,,NCT03341845,Neoadjuvant AXITINIB and AVELUMAB for Patients With Localized Clear-cell RCC,Not yet recruiting,No Results Available,Renal Cell Carcinoma,Drug: Axitinib|Drug: Avelumab,The Netherlands Cancer Institute|Pfizer,All,"18 Years and older ï_ (Adult, Senior)",40,Other|Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,N17JAV,null,number of patients with partial remission|toxicity|event free survival and overall survival,,https://ClinicalTrials.gov/show/NCT03341845
clinicaltrials.gov,Debio 1143,NA,,,,,avelumab,NA,Q9NZQ7,,,,,lung cancers,Phase 1,NA,,NCT03270176,A Dose-Finding Study of the Second Mitochondrial Activator of Caspases (SMAC) Mimetic Debio 1143 When Given in Combination With Avelumab to Participants With Advanced Solid Malignancies and to Participants With Advanced or Metastatic Non-Small Cell Lung Cancer (NSCLC) After Platinum-Based Therapy,Recruiting,No Results Available,"Carcinoma, Non-Small-Cell Lung|Neoplasms",Drug: Debio 1143|Drug: Avelumab,Debiopharm International SA,All,"18 Years and older ï_ (Adult, Senior)",61,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,Debio 1143-NSCLC-105,null,Part A: Maximum Tolerated Dose (MTD)|Part B: Objective Response Rate (ORR)|Part A and B: Number of Participants With Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs)|Part A and B: Change in Tumor Size|Part A and B: Objective Response Rate|Part A and B: Best Overall Response (BOR)|Part A and B: Duration of Response|Part A and B: Disease Control Rate|Part A and B: Progression Free Survival (PFS)|Part A and B: Overall Survival (OS)|Part A and B: Assessment of Pharmacokinetic Parameters,,https://ClinicalTrials.gov/show/NCT03270176
clinicaltrials.gov,defactinib,1369032,Q05397;Q14289,"InChI=1S/C20H21F3N8O3S/c1-24-18(32)12-4-6-13(7-5-12)29-19-28-10-14(20(21,22)23)16(30-19)27-11-15-17(26-9-8-25-15)31(2)35(3,33)34/h4-10H,11H2,1-3H3,(H,24,32)(H2,27,28,29,30)",FWLMVFUGMHIOAA-UHFFFAOYSA-N,CNC(=O)c1ccc(Nc2ncc(c(NCc3nccnc3N(C)S(=O)(=O)C)n2)C(F)(F)F)cc1,avelumab,NA,Q9NZQ7,,,,,ovarian cancers,Phase 1,NA,,NCT02943317,"Study to Investigate the Safety, Pharmacokinetics, Pharmacodynamics and Preliminary Clinical Activity of Defactinib in Combination With Avelumab in Epithelial ovarian Cancers",Recruiting,No Results Available,Epithelial ovarian Cancers,Drug: Part A - VS-6063|Drug: Part A - Avelumab,"Verastem, Inc.",Female,"18 Years and older __ (Adult, Senior)",98,Industry,Interventional,Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: No masking|Primary Purpose: Treatment,VS-6063-107,null,Oct-14,Number of Participants taking defactinib in combination with avelumab with Adverse Events as a Measure of Safety and Tolerability|maximum tolerated dose (MTD) of defactinib in combination with avelumab (Part A)|best overall response according to Response Evaluation Criteria in Solid Tumors (RECIST) version 1.1 (Part B)|time to treatment response disease control|best overall response according to immune-related response evaluation criteria in solid tumors (irRECIST)|immune related progression-free survival (irPFS) time according to irRECIST and RECIST v1.1|progression-free survival (PFS) time according to irRECIST and RECIST v1.1|overall Survival (OS)|duration of response (DOR) according to irRECIST and RECIST v1.1|plasma concentration of avelumab and defactinib,https://ClinicalTrials.gov/show/NCT02943317
clinicaltrials.gov,eFT508,NA,,,,,avelumab,NA,Q9NZQ7,,,,,colorectal cancers,Phase 2,NA,,NCT03258398,A Study to Evaluate eFT508 Alone and in Combination With Avelumab in Subjects With MSS Colorectal Cancer,Recruiting,No Results Available,Microsatellite Stable Relapsed or Refractory Colorectal Cancer,Drug: eFT508|Drug: Avelumab,Effector Therapeutics|Merck KGaA|Pfizer,All,"18 Years and older ï_ (Adult, Senior)",70,Industry,Interventional,Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,eFT508-0006,null,Part 1: Proportion of subjects with a dose limiting toxicity (DLT) during the first treatment cycle|Part 2: Overall Response Rate,,https://ClinicalTrials.gov/show/NCT03258398
clinicaltrials.gov,PT-112,NA,,,,,avelumab,NA,Q9NZQ7,,,,,lung cancers;bladder cancers;head and neck cancers;breast cancers;prostate cancers,Phase 1/2,NA,,NCT03409458,A Dose Escalation and Confirmation Study of PT-112 in Advanced Solid Tumors in Combination With Avelumab,Not yet recruiting,No Results Available,Non Small Cell Lung Cancer (NSCLC)|Urothelial Carcinoma (UC)|Squamous Cell Carcinoma of the Head and Neck (SCCHN)|Metastatic Breast Cancer (mBC)|Castration-resistant Prostate Cancer (CRPC),Drug: PT-112|Biological: avelumab,Phosplatin Therapeutics|Pfizer|EMD Serono,All,"18 Years and older ï_ (Adult, Senior)",52,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,PT-112-103-PAVE-1,PAVE-1,Recommended dose (RD) of PT-112 to be used in combination with avelumab for further studies in patients with advanced solid tumors.|Peak Plasma concentration (Cmax) for PT-112 Injection|Area under the plasma concentration versus time curve (AUC) for PT-112 Injection|Dose-limiting toxicities (DLTs)|Number of patients with Adverse Events (AEs)|Tumor burden Assessment|Overall Response Rate (ORR)|Disease Control Rate (DCR)|Median Progression-free Survival (mPFS),,https://ClinicalTrials.gov/show/NCT03409458
clinicaltrials.gov,TG4001,NA,,,,,avelumab,NA,Q9NZQ7,,,,,head and neck cancers,Phase 1/2,NA,,NCT03260023,Phase Ib/II of TG4001 and Avelumab in HPV16 Positive R/M Cancers and Expansion Cohort to Oropharyngeal SCCHN,Recruiting,No Results Available,Head and Neck Squamous Cell Carcinoma|HPV Positive Oropharyngeal Squamous Cell Carcinoma|HPV-Related Carcinoma,Biological: TG4001|Drug: Avelumab,"Transgene|Merck KGaA|EMD Serono Research & Development Institute, Inc.|Pfizer",All,"18 Years and older ï_ (Adult, Senior)",52,Industry,Interventional,Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment,TG4001.12,null,Phase Ib: To evaluate the safety and tolerability of the combination of TG4001 plus avelumab in patients with recurrent or metastatic HPV-16 positive advanced malignancies|Phase II: To evaluate the efficacy of TG4001 combined to avelumab in terms of Overall Response Rate (ORR) by using RECIST 1.1 in the expansion cohort of oropharyngeal recurrent or metastatic (R/M) SCCHN|Overall response rate (ORR)|Progression Free Survival (PFS)|Overall Survival (OS)|Duration of overall Response (DoR)|Disease control rate (DCR)|Incidence of Adverse Event reported per CTCAE v4.03,,https://ClinicalTrials.gov/show/NCT03260023
